name	balance	scorumpower	posting_rewards_sp	curation_rewards_sp	post_count	comment_count	
legacydreams	102.977777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
leggett11	1058.233333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
leinstyle	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lemlem77	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lennoxx	476.171519663 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lennykayz93	2484.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
leo001	203.627363330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
leobomba82	118.132222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
leoking84	241.609566610 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
leomanbrandao	12.944444442 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
leoo91	71.638769770 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
leoshiroe	12.483710470 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
leotran48	528.945715894 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lepiaf	4292.022222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
leplop	1588.800000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
letienthanh	44.468222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
letsgetit8593	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lewis	0.000000000 SCR	92705.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lexve323	18.677345300 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
liliya1981	17.995859120 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lim	513.870000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
limbertrosas1992	811.990000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
limchanggeun	4417.555754628 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
limdp99	3200.011359173 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
limek0321	516.666666663 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
linkev21	222.042166670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lippiator9004	89.307222790 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
littlebitkiwi1	277.974222870 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lizaeluppino	567.227777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lizanavitskaya	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
lleeell	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lnhk2	4448.850265030 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lnthach2110	239.431111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
localstar	1527.963972223 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
locknroll	110.550092730 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lord137	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lordmatte	270.397333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lordnikkon	639.828362050 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
los3393	189.384375300 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lost	117.116604000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
louisonp0602	263.604641160 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lovejys55	1154.630000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lovely13cm	2080.853372000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
loving1691ho	968.815128560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lowlzmclovin	213.031135680 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
loze1	2965.666666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lqa118	258.995493000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lsm1021	2441.523134210 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
ltsr	585.866666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lttdat	130.306071564 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
luca	18.370140770 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
luca99	53.139375040 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lucacaros	124.110000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lucale821	441.500000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lucapalme	643.427777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lucario26	1895.602222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lucaroma84	128.252222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lucasdu36	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lucky99	150.534111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
luibov	120.557777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lukego	218.324261430 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lullabyb	248.274513469 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lunaprospector73	83.938070000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
luvkarena	2610.020000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lvupys	149.528500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lwkl72	116.942222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lydens	67.723244445 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lynnone4	113.001111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
lyno	986.970000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
m010043	90.346600000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
m1100b	1000.551016670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
m41k3l	750.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
m4shed	82.443256926 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maartenk	1399.581097780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
macasha1	6.653933994 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
machika2017	20.033389700 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
macnorton	259.388782800 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maddoxx144	142.922187780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
madmartigan81	1257.167761280 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
madrid1982	71.239216180 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mage82	721.690135730 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
magie2910	118.913333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
magnetiquer	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mahalas87	30.147228360 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maheshala012	3.636000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maheshala102	72.720000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mahirlfc	108.136000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maicol045	271.248521746 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maiden314	105.834326977 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
main1	2687.947999999 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
majstor14	1645.360000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maksim	74.789100000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
malbeu68	1482.622222224 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maleidan	12.932598900 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mallori	112.103000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
malogana89	26.032878444 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
malosavich	78.690380310 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maloshuk	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
maloy85	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
malusaisbest1	520.252000002 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mamathagadipudi	551.857159000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mammaich03	105.614466670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mandarin56	119.334898910 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mandek1	1480.588888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mandrac18	1505.320000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mangaso2609	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
manik86	147.774444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
manuel84	425.669401208 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
manuelgamperl	265.953585800 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
manyfacedgod	1533.839999998 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
maovalgi	19.104552390 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mapi11	762.976693330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mapo369	165.388762050 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mar10	44.480444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mar171087	128.633333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
marbo8910	247.266666667 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
marcellom	375.563333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
marco87	141.707410130 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
marilynwinx	134.977640000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mariush27	351.346328900 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
markforcollect	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
markswinn2000	2399.053344440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
marshal	9.082181333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
martchris	38.905565800 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
martin	0.000000000 SCR	234005.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
martinpacek	676.993333333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
masahaba	219.156091470 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maskekar	65.749500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
massimo64	461.349333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
massimovaresio	94.793777780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
master1111	7.127610000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
masterpeece	1482.200000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mastroalex25	156.575166666 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
masumx	58.804307300 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
masx	36.779666668 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mathew123	125.720958000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mathewmsd	2608.019999998 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mathsboy1975	157.775800000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
matiasmospan	1004.056077600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
matt83	148.142274722 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
matteo3598	1170.210111112 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
matteobrial	195.091059720 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
matthew7711	1062.524679060 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mattia2011	262.482000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mattia24	31.590286490 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mattiu888	388.394381822 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mattsous11121985	58.274444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mattyslice32	81.978052443 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maurizio	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
maurizio812003	3170.342199576 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
max	727.783333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maxgnc	384.444444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maxicalvinista	70.572444444 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
maxwijnen10	70.000888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mayalange	397.997761442 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mayurchavan	123.581722195 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mayursarma	184.041772113 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mazde	2264.613333336 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mbaebuka846	64.795149580 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mcchoe	2531.424000001 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mcerchiari	179.913441051 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mcnick1	43.640333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mdbkaraman	113.210100000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mdgolam0011	105.170426800 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
medekan1	110.564727000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
medioman	1204.618233760 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
meelisxxx	116.491111111 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mehran666	270.349457002 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
melarda	1549.442260600 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
melusimining	42.541001257 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
meneter	110.980000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
menskij	125.707733333 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
meoscar	243.633000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
meridian328	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mersas2065	1565.941111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mettak	16.168814670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mettcappe97	80.244000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mettmazi82	173.371899997 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mferian01	145.190045000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mfrscorum	110.895000003 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mhdsws	616.800000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mhnrmarasani	703.553215620 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
michael87	93.997946490 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
michelemormile	147.458166550 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
micknmar3	51.122844000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
midasave	164.696593110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
miezy	169.968764390 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
miglancu	1098.890100000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
migscor20182018	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mihska	1362.632444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mikalai	202652.469475149 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mikandrim	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mike2007	414.990000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mikeab16	1386.653754330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mikefdb	135.171267320 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mikemars	2120.532356314 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
mikev6044	151.828482630 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mikezap1969	400.441230000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mikidev	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mikitabutsko	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
mikoartist	191.250500000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
milagaia	730.880000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
miller	0.000000000 SCR	264005.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
minastris	8369.760062520 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mingoony	45.049977442 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
minhmao	122.859479520 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
miniselll	353.666666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
minwooseo	1045.422222220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
minxae	792.898888900 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mirko87	319.578648280 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mirvat123arja	1615.369726670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mishuneu	1639.275071110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
miso	225.387234890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
missphd	108.499000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mitosis1	212.764478756 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mitta17	1285.548888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mjkim	102.600000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mke23e	941.611111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mlbkbo2018	1571.250611110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mmhenja	8027.279999996 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
moanny	7316.722222225 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mobark1425	36.138795640 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
moe	101.425517298 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
moebojo	636.937012630 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mohammad	239.155777778 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mohammadansari	648.900000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mohdyssf	784.702593914 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mohitsinghal83	38.474377780 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mohmad	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mohsin	601.640666292 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mojlder	523.972000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mojo7777	51.026494478 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mojoherb	4545.545192500 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mokissat	2245.555555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
momosat2018	45.036255558 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mongolgobialtai8	60.437375830 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
monica31395042	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
monitorxyz	315.367803330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
monopola	128.028888890 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
monotwin	95.653200000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
monsterlimo	142.352071111 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
moomanchoo	666.210712000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mooncamp	521.604000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
moonpilot2	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
moonshot5000	1083.355555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
morano	2487.992914400 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
moreno86	24.333333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
morgoth	63.295575970 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
morlando1617	553.633016870 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
morteza	195.951000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mosbe	220.918468533 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
motherhacker	0.000000000 SCR	1046.666666666 SP	0.000000000 SP	0.000000000 SP	0	0	
moutasim	145.256666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mozza23	853.612276733 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mpd32	544.600700000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mranderson	209.682231110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mravionics	60.577192172 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrc71	123.116424200 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrcclms	308.214666670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrclone	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrcoin	222.421666666 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrcoininvest01	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrcoinum	344.333333330 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrgreen7350	86.836028080 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrgumi	3091.400000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrjamrock2012	330.745536621 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrkay007	109.237000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrksdiehl	2413.600000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrmkl	12.665545540 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mrob253	55.745760000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mroolong	27.450006786 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
msard5	221.509022220 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
msipus1984	2325.504148710 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
msupapa	308.593000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
muagkov	244.962000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mujin	288.013555560 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mulaps	72.887944444 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
murano2017	2392.471205555 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
murater	131.433500541 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
murilo01	0.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mus123	214.164245431 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
musco6run9	177.244444440 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mushymonster	3.002073380 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
muski100	189.060000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mustdie95	149.999995140 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mutare	706.467404000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mvukiea	890.000000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mvzlatescu	1462.772000000 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mw0647	3120.781388885 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mxxkn	169.948986670 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
mycoinsc	1023.111111110 SCR	5.000000000 SP	0.000000000 SP	0.000000000 SP	0	0	
